Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
513E2FDE  mov ebp,12517116                                                  "on0"
513E2FE8  mov ebp,10B48F27                                                  "rnerDM.json"
513E30B0  mov ebp,D94BC05                                                   "6384"
513E30BA  mov ebp,12517116                                                  "on0"
513E30C4  mov ebp,10B48F27                                                  "rnerDM.json"
513E312F  mov ebp,10B48F05                                                  "Characters\Skarner\Recommended\SkarnerDM.json"
513E3139  mov ebp,12517116                                                  "on0"
513E313E  mov ebp,10B48F03                                                  "A\Characters\Skarner\Recommended\SkarnerDM.json"
513E3143  mov ebp,12517127                                                  "ound.troybin"
513E31FC  mov ebp,d3d9.63696615                                             "gister, p0, in which case a replicate swizzle must be used in order to select a component. i.e. .x | .y | .z | .w (or rgba equivalent) "
513E32D8  arpl word ptr ss:[ebp+12517115],si                                "ron0"
513E3720  adc byte ptr ss:[ebp+10B48F1E],bh                                 "ended\SkarnerDM.json"
513E3726  mov ebp,10B48F09                                                  "acters\Skarner\Recommended\SkarnerDM.json"
513E3735  mov ebp,12517110                                                  "ru_baron0"
513E373F  mov ebp,D94BC06                                                   "384"
513E376C  xor eax,10B55FB5                                                  "Skin03_R_Crater_04.troybin"
513E38E6  arpl word ptr ss:[ebp+110CE41B],si                                "\Base\Particles\Sivir_Skin01_Q_Mis_Weapon.dds"
513E390E  mov ebp,10B48F10                                                  "Skarner\Recommended\SkarnerDM.json"
513E3942  mov ebp,10B48F10                                                  "Skarner\Recommended\SkarnerDM.json"
513E3EA5  mov ebp,10B48F15                                                  "er\Recommended\SkarnerDM.json"
513E3EAF  mov ebp,10B48F1D                                                  "mended\SkarnerDM.json"
513E3EB4  mov ebp,10B48F28                                                  "nerDM.json"
513E3EB9  mov ebp,12517125                                                  "_sound.troybin"
513E4031  mov ebp,10B48F1B                                                  "ommended\SkarnerDM.json"
513E403B  mov ebp,12517110                                                  "ru_baron0"
513E4040  mov ebp,10B48F16                                                  "r\Recommended\SkarnerDM.json"
513E4072  xor eax,10B55FB5                                                  "Skin03_R_Crater_04.troybin"
513E40D0  mov ebp,10B48F09                                                  "acters\Skarner\Recommended\SkarnerDM.json"
513E40D5  mov ebp,10B48F1B                                                  "ommended\SkarnerDM.json"
513E40E4  mov ebp,10B48F16                                                  "r\Recommended\SkarnerDM.json"
513E4116  xor eax,10B55FB5                                                  "Skin03_R_Crater_04.troybin"
513E414A  adc bh,byte ptr ss:[ebp+10B48F1E]                                 "ended\SkarnerDM.json"
513E4150  mov ebp,10B48F09                                                  "acters\Skarner\Recommended\SkarnerDM.json"
513E4164  mov ebp,10B48F16                                                  "r\Recommended\SkarnerDM.json"
513E4196  xor eax,10B55FB5                                                  "Skin03_R_Crater_04.troybin"
513E41D3  or dword ptr ds:[eax+53E891A9],FFFFFFE2                           "$("
513E47C8  adc byte ptr ss:[ebp+10B48F16],bh                                 "r\Recommended\SkarnerDM.json"
513E47CE  mov ebp,10B48F09                                                  "acters\Skarner\Recommended\SkarnerDM.json"
513E47D3  mov ebp,10B48F26                                                  "arnerDM.json"
513E4877  mov ebp,10B48F29                                                  "erDM.json"
513E4979  mov ebp,10B48F1F                                                  "nded\SkarnerDM.json"
513E4983  mov ebp,D94BC03                                                   ".16384"
513E4AB7  lea eax,dword ptr ds:[eax+11F2C549]                               "_tooltip_OrianaDissonanceEnemy"
513E4BA8  mov ebp,12517117                                                  "n0"
513E4BBC  mov ebp,10B48F04                                                  "\Characters\Skarner\Recommended\SkarnerDM.json"
513E4E5F  mov ebp,10B48F21                                                  "ed\SkarnerDM.json"
513E4E64  mov ebp,10B48F03                                                  "A\Characters\Skarner\Recommended\SkarnerDM.json"
513E4E69  mov ebp,12517115                                                  "ron0"
513E4E6E  mov ebp,10B48F0D                                                  "rs\Skarner\Recommended\SkarnerDM.json"
513E4E9D  mov ebp,10B48F15                                                  "er\Recommended\SkarnerDM.json"
513E4EA2  mov ebp,1251710D                                                  "s/sru_baron0"
513E4EA7  mov ebp,10B48F2D                                                  ".json"
513E4F0A  sal dword ptr ds:[ebx+10BD103D],cl                                "s_Base_Fearmonger_cas2.troybin"
513E4FF5  adc byte ptr ds:[edi+10EE9829],ah                                 "se_Q_FlashGreen.dds"
513E551B  arpl word ptr ss:[ebp+D94BC05],si                                 "6384"
513E5916  mov ebp,10B48F05                                                  "Characters\Skarner\Recommended\SkarnerDM.json"
513E5920  mov ebp,12517116                                                  "on0"
513E5925  mov ebp,10B48F03                                                  "A\Characters\Skarner\Recommended\SkarnerDM.json"
513E59F2  mov ebp,10B48F05                                                  "Characters\Skarner\Recommended\SkarnerDM.json"
513E59FC  mov ebp,12517116                                                  "on0"
513E5A06  mov ebp,12517127                                                  "ound.troybin"
513E5A67  mov ebp,10B48F1B                                                  "ommended\SkarnerDM.json"
513E5A85  mov ebp,12517127                                                  "ound.troybin"
513E5D41  adc bh,byte ptr ss:[ebp+10B48F1E]                                 "ended\SkarnerDM.json"
513E5D56  mov ebp,12517110                                                  "ru_baron0"
513E5D5B  mov ebp,10B48F16                                                  "r\Recommended\SkarnerDM.json"
513E5D60  mov ebp,D94BC06                                                   "384"
513E5DD0  mov ebp,10B48F10                                                  "Skarner\Recommended\SkarnerDM.json"
513E5E46  mov ebp,10B48F10                                                  "Skarner\Recommended\SkarnerDM.json"
513E5E4B  mov ebp,10B48F16                                                  "r\Recommended\SkarnerDM.json"
513E5E50  mov ebp,D94BC06                                                   "384"
513E6329  add edx,office.63AA1118                                           L"ak)"
513E6796  adc bh,byte ptr ss:[ebp+D94BC05]                                  "6384"
513E67A1  mov ebp,12517116                                                  "on0"
513E67A6  mov ebp,D94BC03                                                   ".16384"
513E67AB  mov ebp,10B48F27                                                  "rnerDM.json"
513E69F4  adc bh,byte ptr ss:[ebp+10B48F0C]                                 "ers\Skarner\Recommended\SkarnerDM.json"
513E69FA  mov ebp,10B48F24                                                  "SkarnerDM.json"
513E6A04  mov ebp,10B48F25                                                  "karnerDM.json"
513E6A09  mov ebp,10B48F40                                                  "DATA\Characters\Skarner\Recommended\SkarnerFIRSTBLOOD.json"
513E6A27  xor eax,10B55FB5                                                  "Skin03_R_Crater_04.troybin"
513E6AC2  arpl word ptr ss:[ebp+47D98318],si                                "9?~?"
513E6B00  mov ebp,10B48F24                                                  "SkarnerDM.json"
513E6B0A  mov ebp,10B48F25                                                  "karnerDM.json"
513E6B0F  mov ebp,10B48F40                                                  "DATA\Characters\Skarner\Recommended\SkarnerFIRSTBLOOD.json"
513E6B14  mov ebp,12517110                                                  "ru_baron0"
513E6B8F  mov ebx,d3d9.636966B6                                             "e swizzle for this parameter in order to select component. i.e. .x | .y | .z | .w (or rgba equivalent)"
513E6BEA  mov ebp,12517125                                                  "_sound.troybin"
513E6BF4  mov ebp,10B48F10                                                  "Skarner\Recommended\SkarnerDM.json"
513E6CC0  bound esi,qword ptr ss:[ebp+47D98318]                             "9?~?"
513E6CF8  adc bh,byte ptr ss:[ebp+1251710C]                                 "es/sru_baron0"
513E6D08  mov ebp,10B48F25                                                  "karnerDM.json"
513E6D12  mov ebp,12517110                                                  "ru_baron0"
513E6D2B  xor eax,10B55FB5                                                  "Skin03_R_Crater_04.troybin"
513E7A50  mov ebp,D94BC03                                                   ".16384"
513E7A9C  or eax,353425BD                                                   "%45"
513E7B72  and al,byte ptr ds:[ebx+778C67B8]                                 L"ed. The next time you reboot the machine a dialog will be displayed giving you a chance to upload data about this failure to Microsoft.
"
513E7FD1  test byte ptr ds:[ecx+130AD78D],66                                "idspawn/skins/base/animations/voidspawn_spawn2.anm"
